id,value,location,sample date,measure,isToxic
605246,2.923,Chai,23-Jul-05,Lead,1
605250,0,Chai,23-Jul-05,Mercury,1
606670,26,Chai,23-Jul-05,Water temperature,0
606693,0.306,Chai,23-Jul-05,Iron,0
606698,2.674,Chai,23-Jul-05,Lead,1
606700,0,Chai,23-Jul-05,Mercury,1
602653,24,Kohsoom,24-Jul-05,Water temperature,0
602675,1.867,Kohsoom,24-Jul-05,Iron,0
602680,7.355,Kohsoom,24-Jul-05,Lead,1
607836,26,Somchair,24-Jul-05,Water temperature,0
607858,2.011,Somchair,24-Jul-05,Iron,0
607863,2.172,Somchair,24-Jul-05,Lead,1
607865,0,Somchair,24-Jul-05,Mercury,1
608785,26,Busarakhan,24-Jul-05,Water temperature,0
608807,1.437,Busarakhan,24-Jul-05,Iron,0
608812,8.368,Busarakhan,24-Jul-05,Lead,1
608814,0,Busarakhan,24-Jul-05,Mercury,1
603835,27,Chai,31-Jul-05,Water temperature,0
603850,0.441,Chai,31-Jul-05,Iron,0
603855,2.256,Chai,31-Jul-05,Lead,1
603857,0,Chai,31-Jul-05,Mercury,1
605274,26,Chai,31-Jul-05,Water temperature,0
605289,0.541,Chai,31-Jul-05,Iron,0
605299,7.576,Chai,31-Jul-05,Lead,1
605303,0,Chai,31-Jul-05,Mercury,1
606722,27,Chai,31-Jul-05,Water temperature,0
606737,0.401,Chai,31-Jul-05,Iron,0
606742,8.852,Chai,31-Jul-05,Lead,1
606744,0,Chai,31-Jul-05,Mercury,1
590350,25.5,Boonsri,12-Aug-05,Water temperature,0
590373,0.191,Boonsri,12-Aug-05,Iron,0
590378,5.357,Boonsri,12-Aug-05,Lead,1
590380,0,Boonsri,12-Aug-05,Mercury,1
592032,26,Boonsri,12-Aug-05,Water temperature,0
592055,0.17,Boonsri,12-Aug-05,Iron,0
592065,8.305,Boonsri,12-Aug-05,Lead,1
592069,0,Boonsri,12-Aug-05,Mercury,1
593697,26,Boonsri,12-Aug-05,Water temperature,0
593720,0.219,Boonsri,12-Aug-05,Iron,0
593725,9.287,Boonsri,12-Aug-05,Lead,1
593727,0,Boonsri,12-Aug-05,Mercury,1
613841,23,Kannika,12-Aug-05,Water temperature,0
613865,0.101,Kannika,12-Aug-05,Iron,0
613870,1.692,Kannika,12-Aug-05,Lead,1
613872,0,Kannika,12-Aug-05,Mercury,1
614826,23,Kannika,12-Aug-05,Water temperature,0
614850,0.085,Kannika,12-Aug-05,Iron,0
614860,4.39,Kannika,12-Aug-05,Lead,1
614864,0,Kannika,12-Aug-05,Mercury,1
615789,23,Kannika,12-Aug-05,Water temperature,0
615813,0.118,Kannika,12-Aug-05,Iron,0
615818,2.802,Kannika,12-Aug-05,Lead,1
615820,0,Kannika,12-Aug-05,Mercury,1
616726,23.5,Sakda,12-Aug-05,Water temperature,0
616750,0.107,Sakda,12-Aug-05,Iron,0
616755,3.741,Sakda,12-Aug-05,Lead,1
616757,0,Sakda,12-Aug-05,Mercury,1
617707,23.5,Sakda,12-Aug-05,Water temperature,0
617731,0.108,Sakda,12-Aug-05,Iron,0
617741,1.801,Sakda,12-Aug-05,Lead,1
617745,0,Sakda,12-Aug-05,Mercury,1
618674,23.5,Sakda,12-Aug-05,Water temperature,0
618698,0.071,Sakda,12-Aug-05,Iron,0
618703,2.098,Sakda,12-Aug-05,Lead,1
618705,0,Sakda,12-Aug-05,Mercury,1
607888,23,Somchair,14-Aug-05,Water temperature,0
607910,0.197,Somchair,14-Aug-05,Iron,0
607915,4.546,Somchair,14-Aug-05,Lead,1
607917,0,Somchair,14-Aug-05,Mercury,1
608837,25,Busarakhan,14-Aug-05,Water temperature,0
608859,0.607,Busarakhan,14-Aug-05,Iron,0
608864,1.636,Busarakhan,14-Aug-05,Lead,1
608866,0,Busarakhan,14-Aug-05,Mercury,1
603877,24,Chai,18-Aug-05,Water temperature,0
603899,0.049,Chai,18-Aug-05,Iron,0
603904,4.883,Chai,18-Aug-05,Lead,1
603906,0,Chai,18-Aug-05,Mercury,1
605324,24,Chai,18-Aug-05,Water temperature,0
605346,0.072,Chai,18-Aug-05,Iron,0
605356,7.013,Chai,18-Aug-05,Lead,1
605360,0,Chai,18-Aug-05,Mercury,1
606764,24,Chai,18-Aug-05,Water temperature,0
606786,0.067,Chai,18-Aug-05,Iron,0
606791,4.66,Chai,18-Aug-05,Lead,1
606793,0,Chai,18-Aug-05,Mercury,1
603932,27,Chai,25-Aug-05,Water temperature,0
603948,0.095,Chai,25-Aug-05,Iron,0
603953,6.84,Chai,25-Aug-05,Lead,1
603955,0,Chai,25-Aug-05,Mercury,1
605386,27,Chai,25-Aug-05,Water temperature,0
605402,0.09,Chai,25-Aug-05,Iron,0
605412,3.269,Chai,25-Aug-05,Lead,1
605416,0,Chai,25-Aug-05,Mercury,1
606818,27,Chai,25-Aug-05,Water temperature,0
606834,0.067,Chai,25-Aug-05,Iron,0
606839,2.164,Chai,25-Aug-05,Lead,1
606841,0,Chai,25-Aug-05,Mercury,1
590405,27,Boonsri,26-Aug-05,Water temperature,0
590428,0.071,Boonsri,26-Aug-05,Iron,0
590433,5.22,Boonsri,26-Aug-05,Lead,1
590435,0,Boonsri,26-Aug-05,Mercury,1
592095,28,Boonsri,26-Aug-05,Water temperature,0
592118,0.076,Boonsri,26-Aug-05,Iron,0
592128,2.327,Boonsri,26-Aug-05,Lead,1
592132,0,Boonsri,26-Aug-05,Mercury,1
593752,28,Boonsri,26-Aug-05,Water temperature,0
593775,0.048,Boonsri,26-Aug-05,Iron,0
593780,2.783,Boonsri,26-Aug-05,Lead,1
593782,0,Boonsri,26-Aug-05,Mercury,1
602729,28.4,Kohsoom,28-Aug-05,Water temperature,0
602751,1.06,Kohsoom,28-Aug-05,Iron,0
602756,7.622,Kohsoom,28-Aug-05,Lead,1
590462,20.5,Boonsri,9-Sep-05,Water temperature,0
590485,0.259,Boonsri,9-Sep-05,Iron,0
590490,0.469,Boonsri,9-Sep-05,Mercury,1
592160,20,Boonsri,9-Sep-05,Water temperature,0
592183,0.176,Boonsri,9-Sep-05,Iron,0
592191,0,Boonsri,9-Sep-05,Mercury,1
593809,20.5,Boonsri,9-Sep-05,Water temperature,0
593832,1.376,Boonsri,9-Sep-05,Iron,0
593837,0,Boonsri,9-Sep-05,Mercury,1
613900,21,Kannika,9-Sep-05,Water temperature,0
613919,0.158,Kannika,9-Sep-05,Iron,0
613924,0.748,Kannika,9-Sep-05,Lead,1
613926,0,Kannika,9-Sep-05,Mercury,1
614892,21,Kannika,9-Sep-05,Water temperature,0
614911,0.39,Kannika,9-Sep-05,Iron,0
614921,0.941,Kannika,9-Sep-05,Lead,1
614925,0,Kannika,9-Sep-05,Mercury,1
615847,21,Kannika,9-Sep-05,Water temperature,0
615866,0.174,Kannika,9-Sep-05,Iron,0
615871,0.796,Kannika,9-Sep-05,Lead,1
615873,0,Kannika,9-Sep-05,Mercury,1
616785,20.5,Sakda,9-Sep-05,Water temperature,0
616804,0.101,Sakda,9-Sep-05,Iron,0
616809,0.674,Sakda,9-Sep-05,Lead,1
616811,0,Sakda,9-Sep-05,Mercury,1
617773,20.5,Sakda,9-Sep-05,Water temperature,0
617792,0.133,Sakda,9-Sep-05,Iron,0
617802,0.05,Sakda,9-Sep-05,Lead,1
617806,0,Sakda,9-Sep-05,Mercury,1
618732,20.5,Sakda,9-Sep-05,Water temperature,0
618751,0.157,Sakda,9-Sep-05,Iron,0
618756,0.769,Sakda,9-Sep-05,Lead,1
618758,0,Sakda,9-Sep-05,Mercury,1
603975,18,Chai,22-Sep-05,Water temperature,0
603994,0.107,Chai,22-Sep-05,Iron,0
603999,0.532,Chai,22-Sep-05,Lead,1
604001,0,Chai,22-Sep-05,Mercury,1
605437,18,Chai,22-Sep-05,Water temperature,0
605456,0.113,Chai,22-Sep-05,Iron,0
605466,1.613,Chai,22-Sep-05,Lead,1
605470,0,Chai,22-Sep-05,Mercury,1
606860,18,Chai,22-Sep-05,Water temperature,0
606879,0.034,Chai,22-Sep-05,Iron,0
606884,2.089,Chai,22-Sep-05,Lead,1
606886,0,Chai,22-Sep-05,Mercury,1
590515,21,Boonsri,23-Sep-05,Water temperature,0
590538,0.213,Boonsri,23-Sep-05,Iron,0
590543,0,Boonsri,23-Sep-05,Mercury,1
592216,21.5,Boonsri,23-Sep-05,Water temperature,0
592239,2.066,Boonsri,23-Sep-05,Iron,0
592247,0,Boonsri,23-Sep-05,Mercury,1
593862,21.5,Boonsri,23-Sep-05,Water temperature,0
593885,0.166,Boonsri,23-Sep-05,Iron,0
593890,0,Boonsri,23-Sep-05,Mercury,1
607943,19,Somchair,24-Sep-05,Water temperature,0
607962,0.145,Somchair,24-Sep-05,Iron,0
607967,4.288,Somchair,24-Sep-05,Lead,1
607969,0,Somchair,24-Sep-05,Mercury,1
608892,20,Busarakhan,24-Sep-05,Water temperature,0
608911,0.117,Busarakhan,24-Sep-05,Iron,0
608916,4.704,Busarakhan,24-Sep-05,Lead,1
608918,0,Busarakhan,24-Sep-05,Mercury,1
602764,21,Kohsoom,25-Sep-05,Water temperature,0
602785,1.529,Kohsoom,25-Sep-05,Iron,0
604023,21,Chai,29-Sep-05,Water temperature,0
604038,0.022,Chai,29-Sep-05,Iron,0
604043,3.282,Chai,29-Sep-05,Lead,1
604045,0,Chai,29-Sep-05,Mercury,1
605493,21,Chai,29-Sep-05,Water temperature,0
605508,0.123,Chai,29-Sep-05,Iron,0
605518,3.564,Chai,29-Sep-05,Lead,1
605522,0,Chai,29-Sep-05,Mercury,1
606908,21,Chai,29-Sep-05,Water temperature,0
606923,0.074,Chai,29-Sep-05,Iron,0
606928,3.434,Chai,29-Sep-05,Lead,1
606930,0,Chai,29-Sep-05,Mercury,1
590570,19,Boonsri,2-Oct-05,Water temperature,0
590593,0.703,Boonsri,2-Oct-05,Iron,0
590598,2.373,Boonsri,2-Oct-05,Lead,1
590600,0,Boonsri,2-Oct-05,Mercury,1
592274,19,Boonsri,2-Oct-05,Water temperature,0
592297,0.49,Boonsri,2-Oct-05,Iron,0
592307,2.409,Boonsri,2-Oct-05,Lead,1
592311,0,Boonsri,2-Oct-05,Mercury,1
593917,19,Boonsri,2-Oct-05,Water temperature,0
593940,0.215,Boonsri,2-Oct-05,Iron,0
593945,1.076,Boonsri,2-Oct-05,Lead,1
593947,0,Boonsri,2-Oct-05,Mercury,1
604066,12,Chai,10-Oct-05,Water temperature,0
604088,0.54,Chai,10-Oct-05,Iron,0
604093,15.18,Chai,10-Oct-05,Lead,1
604095,0,Chai,10-Oct-05,Mercury,1
605543,12,Chai,10-Oct-05,Water temperature,0
605565,0.435,Chai,10-Oct-05,Iron,0
605575,9.215,Chai,10-Oct-05,Lead,1
605579,0,Chai,10-Oct-05,Mercury,1
606950,12,Chai,10-Oct-05,Water temperature,0
606972,0.197,Chai,10-Oct-05,Iron,0
606977,21.99,Chai,10-Oct-05,Lead,1
606979,0,Chai,10-Oct-05,Mercury,1
613948,16.5,Kannika,14-Oct-05,Water temperature,0
613969,0.237,Kannika,14-Oct-05,Iron,0
613974,2.058,Kannika,14-Oct-05,Lead,1
613976,0,Kannika,14-Oct-05,Mercury,1
614947,16.5,Kannika,14-Oct-05,Water temperature,0
614968,0.416,Kannika,14-Oct-05,Iron,0
614978,4.753,Kannika,14-Oct-05,Lead,1
614982,0,Kannika,14-Oct-05,Mercury,1
615894,16.5,Kannika,14-Oct-05,Water temperature,0
615915,0.315,Kannika,14-Oct-05,Iron,0
615920,3.14,Kannika,14-Oct-05,Lead,1
615922,0,Kannika,14-Oct-05,Mercury,1
616832,16.5,Sakda,14-Oct-05,Water temperature,0
616853,0.432,Sakda,14-Oct-05,Iron,0
616858,1.068,Sakda,14-Oct-05,Lead,1
616860,0,Sakda,14-Oct-05,Mercury,1
617828,16.5,Sakda,14-Oct-05,Water temperature,0
617849,0.478,Sakda,14-Oct-05,Iron,0
617859,2.036,Sakda,14-Oct-05,Lead,1
617863,0,Sakda,14-Oct-05,Mercury,1
618779,16.5,Sakda,14-Oct-05,Water temperature,0
618800,0.306,Sakda,14-Oct-05,Iron,0
618805,1.637,Sakda,14-Oct-05,Lead,1
618807,0,Sakda,14-Oct-05,Mercury,1
604112,14,Chai,20-Oct-05,Water temperature,0
604128,0.801,Chai,20-Oct-05,Iron,0
604133,6.273,Chai,20-Oct-05,Lead,1
604135,0,Chai,20-Oct-05,Mercury,1
605601,14,Chai,20-Oct-05,Water temperature,0
605617,0.088,Chai,20-Oct-05,Iron,0
605627,0.647,Chai,20-Oct-05,Lead,1
605631,0,Chai,20-Oct-05,Mercury,1
606999,14,Chai,20-Oct-05,Water temperature,0
607015,0.854,Chai,20-Oct-05,Iron,0
607020,7.345,Chai,20-Oct-05,Lead,1
607022,0,Chai,20-Oct-05,Mercury,1
590612,13,Boonsri,21-Oct-05,Water temperature,0
590635,0.207,Boonsri,21-Oct-05,Iron,0
590640,6.635,Boonsri,21-Oct-05,Lead,1
590642,0,Boonsri,21-Oct-05,Mercury,1
592328,13.5,Boonsri,21-Oct-05,Water temperature,0
592351,0.258,Boonsri,21-Oct-05,Iron,0
592361,2.61,Boonsri,21-Oct-05,Lead,1
592365,0,Boonsri,21-Oct-05,Mercury,1
593958,14,Boonsri,21-Oct-05,Water temperature,0
593981,0.223,Boonsri,21-Oct-05,Iron,0
593986,3.086,Boonsri,21-Oct-05,Lead,1
593988,0,Boonsri,21-Oct-05,Mercury,1
602812,17.200001,Kohsoom,23-Oct-05,Water temperature,0
602834,1.745,Kohsoom,23-Oct-05,Iron,0
602839,9.688,Kohsoom,23-Oct-05,Lead,1
602841,0,Kohsoom,23-Oct-05,Mercury,1
607991,6,Somchair,23-Oct-05,Water temperature,0
608012,1.285,Somchair,23-Oct-05,Iron,0
608017,3.321,Somchair,23-Oct-05,Lead,1
608019,0,Somchair,23-Oct-05,Mercury,1
608940,6,Busarakhan,23-Oct-05,Water temperature,0
608960,0.914,Busarakhan,23-Oct-05,Iron,0
608965,18.92,Busarakhan,23-Oct-05,Lead,1
608967,0,Busarakhan,23-Oct-05,Mercury,1
590657,10,Boonsri,6-Nov-05,Water temperature,0
590680,0.09,Boonsri,6-Nov-05,Iron,0
590685,1.742,Boonsri,6-Nov-05,Lead,1
590687,0,Boonsri,6-Nov-05,Mercury,1
592379,9.5,Boonsri,6-Nov-05,Water temperature,0
592402,0.251,Boonsri,6-Nov-05,Iron,0
592412,1.7,Boonsri,6-Nov-05,Lead,1
592416,0,Boonsri,6-Nov-05,Mercury,1
594002,9.5,Boonsri,6-Nov-05,Water temperature,0
594025,0.113,Boonsri,6-Nov-05,Iron,0
594030,0.803,Boonsri,6-Nov-05,Lead,1
594032,0,Boonsri,6-Nov-05,Mercury,1
613994,8.5,Kannika,11-Nov-05,Water temperature,0
614016,0.13,Kannika,11-Nov-05,Iron,0
614021,0.05,Kannika,11-Nov-05,Lead,1
614022,0,Kannika,11-Nov-05,Mercury,1
614999,8.5,Kannika,11-Nov-05,Water temperature,0
615021,0.062,Kannika,11-Nov-05,Iron,0
615031,4.5,Kannika,11-Nov-05,Lead,1
615033,0,Kannika,11-Nov-05,Mercury,1
615941,8.5,Kannika,11-Nov-05,Water temperature,0
615963,0.365,Kannika,11-Nov-05,Iron,0
615968,0.05,Kannika,11-Nov-05,Lead,1
615969,0,Kannika,11-Nov-05,Mercury,1
616878,8.5,Sakda,11-Nov-05,Water temperature,0
616900,0.225,Sakda,11-Nov-05,Iron,0
616905,3.027,Sakda,11-Nov-05,Lead,1
616906,0,Sakda,11-Nov-05,Mercury,1
617882,8.5,Sakda,11-Nov-05,Water temperature,0
617904,0.39,Sakda,11-Nov-05,Iron,0
617914,5,Sakda,11-Nov-05,Lead,1
617916,0,Sakda,11-Nov-05,Mercury,1
618824,8.5,Sakda,11-Nov-05,Water temperature,0
618846,0.127,Sakda,11-Nov-05,Iron,0
618851,1.9,Sakda,11-Nov-05,Lead,1
618852,0,Sakda,11-Nov-05,Mercury,1
604148,12,Chai,19-Nov-05,Water temperature,0
604170,0.337,Chai,19-Nov-05,Iron,0
604175,16.530001,Chai,19-Nov-05,Lead,1
604177,0,Chai,19-Nov-05,Mercury,1
605642,12,Chai,19-Nov-05,Water temperature,0
605664,0.051,Chai,19-Nov-05,Iron,0
605674,9.751,Chai,19-Nov-05,Lead,1
605678,0,Chai,19-Nov-05,Mercury,1
607030,12,Chai,19-Nov-05,Water temperature,0
607052,0.026,Chai,19-Nov-05,Iron,0
607057,17.316,Chai,19-Nov-05,Lead,1
607059,0,Chai,19-Nov-05,Mercury,1
608042,4,Somchair,24-Nov-05,Water temperature,0
608064,0.356,Somchair,24-Nov-05,Iron,0
608069,6.807,Somchair,24-Nov-05,Lead,1
608071,0,Somchair,24-Nov-05,Mercury,1
608988,5,Busarakhan,24-Nov-05,Water temperature,0
609010,0.294,Busarakhan,24-Nov-05,Iron,0
609015,6.7,Busarakhan,24-Nov-05,Lead,1
609017,0,Busarakhan,24-Nov-05,Mercury,1
590704,10,Boonsri,25-Nov-05,Water temperature,0
590727,0.677,Boonsri,25-Nov-05,Iron,0
590732,3.688,Boonsri,25-Nov-05,Lead,1
590734,0,Boonsri,25-Nov-05,Mercury,1
592437,9.5,Boonsri,25-Nov-05,Water temperature,0
592460,0.772,Boonsri,25-Nov-05,Iron,0
592470,2.216,Boonsri,25-Nov-05,Lead,1
592474,0,Boonsri,25-Nov-05,Mercury,1
594048,10,Boonsri,25-Nov-05,Water temperature,0
594071,0.278,Boonsri,25-Nov-05,Iron,0
594076,12.48,Boonsri,25-Nov-05,Lead,1
594078,0,Boonsri,25-Nov-05,Mercury,1
604196,9,Chai,26-Nov-05,Water temperature,0
604212,0.216,Chai,26-Nov-05,Iron,0
604217,12.56,Chai,26-Nov-05,Lead,1
604219,0,Chai,26-Nov-05,Mercury,1
605697,9,Chai,26-Nov-05,Water temperature,0
605713,0.189,Chai,26-Nov-05,Iron,0
605723,7.627,Chai,26-Nov-05,Lead,1
605727,0,Chai,26-Nov-05,Mercury,1
607075,9,Chai,26-Nov-05,Water temperature,0
607091,0,Chai,26-Nov-05,Iron,0
607096,6.85,Chai,26-Nov-05,Lead,1
607098,0,Chai,26-Nov-05,Mercury,1
602849,10,Kohsoom,27-Nov-05,Water temperature,0
602871,0.956,Kohsoom,27-Nov-05,Iron,0
602876,8.889,Kohsoom,27-Nov-05,Lead,1
590748,7.5,Boonsri,2-Dec-05,Water temperature,0
590771,0.327,Boonsri,2-Dec-05,Iron,0
590776,2.385,Boonsri,2-Dec-05,Lead,1
590778,0,Boonsri,2-Dec-05,Mercury,1
592488,7.5,Boonsri,2-Dec-05,Water temperature,0
592511,0.497,Boonsri,2-Dec-05,Iron,0
592521,5.868,Boonsri,2-Dec-05,Lead,1
592525,0,Boonsri,2-Dec-05,Mercury,1
594095,7.8,Boonsri,2-Dec-05,Water temperature,0
594118,0.265,Boonsri,2-Dec-05,Iron,0
594123,2.673,Boonsri,2-Dec-05,Lead,1
594125,0,Boonsri,2-Dec-05,Mercury,1
604230,7,Chai,5-Dec-05,Water temperature,0
604251,0.621,Chai,5-Dec-05,Iron,0
604256,15.171,Chai,5-Dec-05,Lead,1
604257,0,Chai,5-Dec-05,Mercury,1
605739,7,Chai,5-Dec-05,Water temperature,0
605760,0.84,Chai,5-Dec-05,Iron,0
605770,39.689999,Chai,5-Dec-05,Lead,1
605772,0,Chai,5-Dec-05,Mercury,1
607108,7,Chai,5-Dec-05,Water temperature,0
607129,0.476,Chai,5-Dec-05,Iron,0
607134,46.07,Chai,5-Dec-05,Lead,1
607135,0,Chai,5-Dec-05,Mercury,1
614039,5.5,Kannika,9-Dec-05,Water temperature,0
614060,0.311,Kannika,9-Dec-05,Iron,0
614065,4.884,Kannika,9-Dec-05,Lead,1
614066,0,Kannika,9-Dec-05,Mercury,1
615050,5.5,Kannika,9-Dec-05,Water temperature,0
615071,0.595,Kannika,9-Dec-05,Iron,0
615081,5.009,Kannika,9-Dec-05,Lead,1
615083,0,Kannika,9-Dec-05,Mercury,1
615985,5.5,Kannika,9-Dec-05,Water temperature,0
616006,0.482,Kannika,9-Dec-05,Iron,0
616011,9.018,Kannika,9-Dec-05,Lead,1
616012,0,Kannika,9-Dec-05,Mercury,1
616922,6,Sakda,9-Dec-05,Water temperature,0
616943,0.563,Sakda,9-Dec-05,Iron,0
616948,4.42,Sakda,9-Dec-05,Lead,1
616949,0,Sakda,9-Dec-05,Mercury,1
617932,6,Sakda,9-Dec-05,Water temperature,0
617952,0.584,Sakda,9-Dec-05,Iron,0
617962,11.74,Sakda,9-Dec-05,Lead,1
617964,0,Sakda,9-Dec-05,Mercury,1
618867,6,Sakda,9-Dec-05,Water temperature,0
618887,0.612,Sakda,9-Dec-05,Iron,0
618892,106.599999,Sakda,9-Dec-05,Lead,1
618893,0,Sakda,9-Dec-05,Mercury,1
590797,4.8,Boonsri,16-Dec-05,Water temperature,0
590819,0.726,Boonsri,16-Dec-05,Iron,0
590824,6.752,Boonsri,16-Dec-05,Lead,1
590826,0,Boonsri,16-Dec-05,Mercury,1
592545,4.5,Boonsri,16-Dec-05,Water temperature,0
592567,0.913,Boonsri,16-Dec-05,Iron,0
592577,9.095,Boonsri,16-Dec-05,Lead,1
592581,0,Boonsri,16-Dec-05,Mercury,1
594143,4.7,Boonsri,16-Dec-05,Water temperature,0
594165,0.951,Boonsri,16-Dec-05,Iron,0
594170,4.157,Boonsri,16-Dec-05,Lead,1
594172,0,Boonsri,16-Dec-05,Mercury,1
604269,6.5,Chai,16-Dec-05,Water temperature,0
604285,0.558,Chai,16-Dec-05,Iron,0
604290,8.563,Chai,16-Dec-05,Lead,1
604291,0,Chai,16-Dec-05,Mercury,1
605787,6.5,Chai,16-Dec-05,Water temperature,0
605803,0.722,Chai,16-Dec-05,Iron,0
605813,9.955,Chai,16-Dec-05,Lead,1
605815,0,Chai,16-Dec-05,Mercury,1
607146,6.5,Chai,16-Dec-05,Water temperature,0
607162,0.762,Chai,16-Dec-05,Iron,0
607167,16.6,Chai,16-Dec-05,Lead,1
607168,0,Chai,16-Dec-05,Mercury,1
602895,5.6,Kohsoom,18-Dec-05,Water temperature,0
602916,0.982,Kohsoom,18-Dec-05,Iron,0
602921,7.741,Kohsoom,18-Dec-05,Lead,1
602923,0,Kohsoom,18-Dec-05,Mercury,1
608088,6,Somchair,22-Dec-05,Water temperature,0
608109,1.34,Somchair,22-Dec-05,Iron,0
608114,34.599998,Somchair,22-Dec-05,Lead,1
608115,0,Somchair,22-Dec-05,Mercury,1
609035,5,Busarakhan,22-Dec-05,Water temperature,0
609056,0.845,Busarakhan,22-Dec-05,Iron,0
609061,48.189999,Busarakhan,22-Dec-05,Lead,1
609062,0,Busarakhan,22-Dec-05,Mercury,1
683159,2.5,Boonsri,13-Jan-06,Water temperature,0
683181,0.233,Boonsri,13-Jan-06,Iron,0
683186,4.21,Boonsri,13-Jan-06,Lead,1
683188,0.025,Boonsri,13-Jan-06,Mercury,1
684751,2.5,Boonsri,13-Jan-06,Water temperature,0
684773,0.618,Boonsri,13-Jan-06,Iron,0
684783,4.013,Boonsri,13-Jan-06,Lead,1
684787,0.025,Boonsri,13-Jan-06,Mercury,1
686439,2.5,Boonsri,13-Jan-06,Water temperature,0
686461,0.371,Boonsri,13-Jan-06,Iron,0
686466,20.62,Boonsri,13-Jan-06,Lead,1
686468,0.115,Boonsri,13-Jan-06,Mercury,1
707003,0,Kannika,13-Jan-06,Water temperature,0
707025,0.503,Kannika,13-Jan-06,Iron,0
707030,2.006,Kannika,13-Jan-06,Lead,1
707032,0.025,Kannika,13-Jan-06,Mercury,1
707947,0,Kannika,13-Jan-06,Water temperature,0
707969,0.694,Kannika,13-Jan-06,Iron,0
707979,1.902,Kannika,13-Jan-06,Lead,1
707983,0.025,Kannika,13-Jan-06,Mercury,1
708976,0,Kannika,13-Jan-06,Water temperature,0
708998,0.565,Kannika,13-Jan-06,Iron,0
709003,2.995,Kannika,13-Jan-06,Lead,1
709005,0.025,Kannika,13-Jan-06,Mercury,1
709937,2,Sakda,13-Jan-06,Water temperature,0
709959,0.371,Sakda,13-Jan-06,Iron,0
709964,2.817,Sakda,13-Jan-06,Lead,1
709966,0.025,Sakda,13-Jan-06,Mercury,1
710882,2,Sakda,13-Jan-06,Water temperature,0
710903,0.461,Sakda,13-Jan-06,Iron,0
710913,1.86,Sakda,13-Jan-06,Lead,1
710917,0.025,Sakda,13-Jan-06,Mercury,1
711887,2,Sakda,13-Jan-06,Water temperature,0
711908,0.338,Sakda,13-Jan-06,Iron,0
711913,2.806,Sakda,13-Jan-06,Lead,1
711915,0.025,Sakda,13-Jan-06,Mercury,1
696810,2,Chai,19-Jan-06,Water temperature,0
696832,0.414,Chai,19-Jan-06,Iron,0
696837,7.121,Chai,19-Jan-06,Lead,1
696839,0.161,Chai,19-Jan-06,Mercury,1
698177,2,Chai,19-Jan-06,Water temperature,0
698199,0.453,Chai,19-Jan-06,Iron,0
698209,18.063,Chai,19-Jan-06,Lead,1
698213,0.16,Chai,19-Jan-06,Mercury,1
699683,2,Chai,19-Jan-06,Water temperature,0
699705,0.53,Chai,19-Jan-06,Iron,0
699710,6.01,Chai,19-Jan-06,Lead,1
699712,0.048,Chai,19-Jan-06,Mercury,1
683202,0.5,Boonsri,27-Jan-06,Water temperature,0
683225,0.221,Boonsri,27-Jan-06,Iron,0
683230,2.106,Boonsri,27-Jan-06,Lead,1
684801,0.5,Boonsri,27-Jan-06,Water temperature,0
684824,0.249,Boonsri,27-Jan-06,Iron,0
684834,1.692,Boonsri,27-Jan-06,Lead,1
686482,0.5,Boonsri,27-Jan-06,Water temperature,0
686505,0.153,Boonsri,27-Jan-06,Iron,0
686510,0.815,Boonsri,27-Jan-06,Lead,1
696853,2,Chai,28-Jan-06,Water temperature,0
696869,0.494,Chai,28-Jan-06,Iron,0
696874,12.6,Chai,28-Jan-06,Lead,1
696876,0.08,Chai,28-Jan-06,Mercury,1
698227,2,Chai,28-Jan-06,Water temperature,0
698243,1.456,Chai,28-Jan-06,Iron,0
698253,4.012,Chai,28-Jan-06,Lead,1
698257,0.067,Chai,28-Jan-06,Mercury,1
699726,2,Chai,28-Jan-06,Water temperature,0
699742,0.811,Chai,28-Jan-06,Iron,0
699747,3.9,Chai,28-Jan-06,Lead,1
699749,0.16,Chai,28-Jan-06,Mercury,1
702007,2,Busarakhan,28-Jan-06,Water temperature,0
702029,0.381,Busarakhan,28-Jan-06,Iron,0
702034,14.6,Busarakhan,28-Jan-06,Lead,1
702036,0.025,Busarakhan,28-Jan-06,Mercury,1
695856,2.2,Kohsoom,29-Jan-06,Water temperature,0
695876,1.357,Kohsoom,29-Jan-06,Iron,0
695881,0.718,Kohsoom,29-Jan-06,Lead,1
701049,2,Somchair,29-Jan-06,Water temperature,0
701071,0.519,Somchair,29-Jan-06,Iron,0
701076,13.205,Somchair,29-Jan-06,Lead,1
701078,0.025,Somchair,29-Jan-06,Mercury,1
683251,4.5,Boonsri,10-Feb-06,Water temperature,0
683274,0.085,Boonsri,10-Feb-06,Iron,0
683279,5.713,Boonsri,10-Feb-06,Lead,1
683280,0.025,Boonsri,10-Feb-06,Mercury,1
684856,4.5,Boonsri,10-Feb-06,Water temperature,0
684879,0.21,Boonsri,10-Feb-06,Iron,0
684884,3.215,Boonsri,10-Feb-06,Lead,1
684885,0.025,Boonsri,10-Feb-06,Mercury,1
686533,4.5,Boonsri,10-Feb-06,Water temperature,0
686556,0.074,Boonsri,10-Feb-06,Iron,0
686561,4.32,Boonsri,10-Feb-06,Lead,1
686562,0.025,Boonsri,10-Feb-06,Mercury,1
707045,4.5,Kannika,10-Feb-06,Water temperature,0
707067,0.06,Kannika,10-Feb-06,Iron,0
